Type,Name,Valid,Air,Earth,Fire,Water,Life,Magic,Ingredient 1,,Ingredient 2,,Ingredient 3,,Ingredient 4,,Ingredient 5,,Ingredient 6,,Ingredient 7,,Ingredient 8,,Ingredient 9
minecraft,music_disc_ward,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,mycelium,Yes,0,3,0,0,3,0,util.dirt,1,util.mushroom,1,,,,,,,,,,,,,
minecraft,name_tag,Yes,0,4,0,4,0,0,,,,,,,,,,,,,,,,,
minecraft,nautilus_shell,Yes,0,0,0,8,0,0,,,,,,,,,,,,,,,,,
minecraft,nether_brick,Yes,0,2,2,0,0,0,,,,,,,,,,,,,,,,,
minecraft,nether_brick_fence,Yes,0,6,6,0,0,0,minecraft.nether_bricks,0.67,minecraft.nether_brick,0.33,,,,,,,,,,,,,
minecraft,nether_brick_slab,Yes,0,4,4,0,0,0,minecraft.nether_bricks,0.5,,,,,,,,,,,,,,,
minecraft,nether_brick_stairs,Yes,0,12,12,0,0,0,minecraft.nether_bricks,1.5,,,,,,,,,,,,,,,
minecraft,nether_brick_wall,Yes,0,8,8,0,0,0,minecraft.nether_bricks,1,,,,,,,,,,,,,,,
minecraft,nether_bricks,Yes,0,8,8,0,0,0,minecraft.nether_brick,4,,,,,,,,,,,,,,,
minecraft,nether_gold_ore,Yes,0,34,2,0,0,0,minecraft.raw_gold,1,minecraft.netherrack,1,,,,,,,,,,,,,
minecraft,nether_portal,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,nether_quartz_ore,Yes,4,10,10,0,0,0,minecraft.quartz,1,minecraft.netherrack,1,,,,,,,,,,,,,
minecraft,nether_sprouts,Yes,0,2,0,0,2,0,util.mushroom,1,,,,,,,,,,,,,,,
minecraft,nether_star,Yes,64,64,64,0,0,128,,,,,,,,,,,,,,,,,
minecraft,nether_wart,Yes,0,2,4,0,2,2,,,,,,,,,,,,,,,,,
minecraft,nether_wart_block,Yes,0,18,36,0,18,18,minecraft.nether_wart,9,,,,,,,,,,,,,,,
minecraft,netherite_axe,Yes,0,192,192,0,4,192,minecraft.stick,2,minecraft.netherite_ingot,3,,,,,,,,,,,,,
minecraft,netherite_block,Yes,0,576,576,0,0,576,minecraft.netherite_ingot,9,,,,,,,,,,,,,,,
minecraft,netherite_boots,Yes,0,256,256,0,0,256,minecraft.netherite_ingot,4,,,,,,,,,,,,,,,
minecraft,netherite_chestplate,Yes,0,512,512,0,0,512,minecraft.netherite_ingot,8,,,,,,,,,,,,,,,
minecraft,netherite_helmet,Yes,0,320,320,0,0,320,minecraft.netherite_ingot,5,,,,,,,,,,,,,,,
minecraft,netherite_hoe,Yes,0,128,128,0,4,128,minecraft.stick,2,minecraft.netherite_ingot,2,,,,,,,,,,,,,
minecraft,netherite_ingot,Yes,0,64,64,0,0,64,,,,,,,,,,,,,,,,,
minecraft,netherite_leggings,Yes,0,448,448,0,0,448,minecraft.netherite_ingot,7,,,,,,,,,,,,,,,
minecraft,netherite_pickaxe,Yes,0,192,192,0,4,192,minecraft.stick,2,minecraft.netherite_ingot,3,,,,,,,,,,,,,
minecraft,netherite_scrap,Yes,0,64,64,0,64,0,,,,,,,,,,,,,,,,,
minecraft,netherite_shovel,Yes,0,64,64,0,4,64,minecraft.stick,2,minecraft.netherite_ingot,1,,,,,,,,,,,,,
minecraft,netherite_sword,Yes,0,128,128,0,2,128,minecraft.stick,1,minecraft.netherite_ingot,2,,,,,,,,,,,,,
minecraft,netherite_upgrade,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,netherrack,Yes,0,2,2,0,0,0,,,,,,,,,,,,,,,,,
minecraft,note_block,Yes,0,8,8,0,32,8,util.planks,8,minecraft.redstone_dust,1,,,,,,,,,,,,,
minecraft,oak_boat,Yes,0,0,0,0,20,0,util.boat,1,,,,,,,,,,,,,,,
minecraft,oak_button,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,oak_chest_boat,Yes,0,0,0,0,52,0,util.chest_boat,1,,,,,,,,,,,,,,,
minecraft,oak_door,Yes,0,0,0,0,8,0,util.wooden_door,1,,,,,,,,,,,,,,,
minecraft,oak_fence,Yes,0,0,0,0,8.33,0,util.fence,1,,,,,,,,,,,,,,,
minecraft,oak_fence_gate,Yes,0,0,0,0,16,0,util.fence_gate,1,,,,,,,,,,,,,,,
minecraft,oak_hanging_sign,Yes,0,6.52,0,0,16,0,util.hanging_sign,1,,,,,,,,,,,,,,,
minecraft,oak_leaves,Yes,2,0,0,1,2,0,util.leaves,1,,,,,,,,,,,,,,,
minecraft,oak_log,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,oak_planks,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,oak_pressure_plate,Yes,0,0,0,0,8,0,util.wooden_pressure_plate,1,,,,,,,,,,,,,,,
minecraft,oak_sapling,Yes,0,0,0,2,2,0,util.sapling,1,,,,,,,,,,,,,,,
minecraft,oak_sign,Yes,0,0,0,0,8.67,0,util.sign,1,,,,,,,,,,,,,,,
minecraft,oak_slab,Yes,0,0,0,0,2,0,util.wooden_slab,1,,,,,,,,,,,,,,,
minecraft,oak_stairs,Yes,0,0,0,0,6,0,util.wooden_stairs,1,,,,,,,,,,,,,,,
minecraft,oak_trapdoor,Yes,0,0,0,0,12,0,util.wooden_trapdoor,1,,,,,,,,,,,,,,,
minecraft,oak_wood,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,observer,Yes,4,36,24,0,0,16,minecraft.cobblestone,6,minecraft.redstone_dust,2,minecraft.quartz,1,,,,,,,,,,,
minecraft,obsidian,Yes,0,16,16,0,0,16,,,,,,,,,,,,,,,,,
minecraft,ochre_froglight,Yes,0,4,8,4,4,8,,,,,,,,,,,,,,,,,
minecraft,ominous_banner,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,ominous_bottle,Yes,0,8,8,8,0,32,,,,,,,,,,,,,,,,,
minecraft,orange_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,orange_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,orange_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,orange_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,orange_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,orange_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,orange_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,orange_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,orange_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,orange_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,orange_stained_glass_pane,Yes,0,0.75,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,orange_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,orange_tulip,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,orange_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,oxeye_daisy,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,oxidized_chiseled_copper,Yes,0,144,0,0,0,0,minecraft.copper_block,1,,,,,,,,,,,,,,,
minecraft,oxidized_copper,Yes,0,144,0,0,0,0,minecraft.copper_block,1,,,,,,,,,,,,,,,
minecraft,oxidized_copper_bulb,Yes,4,448,16,0,4,12,minecraft.copper_bulb,1,,,,,,,,,,,,,,,
minecraft,oxidized_copper_door,Yes,0,288,0,0,0,0,minecraft.copper_door,1,,,,,,,,,,,,,,,
minecraft,oxidized_copper_grate,Yes,0,144,0,0,0,0,minecraft.copper_grate,1,,,,,,,,,,,,,,,
minecraft,oxidized_copper_trapdoor,Yes,0,432,0,0,0,0,minecraft.copper_trapdoor,1,,,,,,,,,,,,,,,
minecraft,oxidized_cut_copper,Yes,0,144,0,0,0,0,minecraft.copper_block,1,,,,,,,,,,,,,,,
minecraft,oxidized_cut_copper_slab,Yes,0,72,0,0,0,0,minecraft.copper_block,0.5,,,,,,,,,,,,,,,
minecraft,oxidized_cut_copper_stairs,Yes,0,216,0,0,0,0,minecraft.copper_block,1.5,,,,,,,,,,,,,,,
minecraft,packed_ice,Yes,18,0,0,18,0,0,minecraft.ice,9,,,,,,,,,,,,,,,
minecraft,packed_mud,Yes,4,5,0,6,5,0,minecraft.mud,1,minecraft.wheat,1,,,,,,,,,,,,,
minecraft,painting,Yes,8,0,0,8,24,0,minecraft.stick,8,util.wool,1,,,,,,,,,,,,,
minecraft,paper,Yes,0,2,0,2,0,0,,,,,,,,,,,,,,,,,
minecraft,pearlescent_froglight,Yes,0,4,8,4,4,8,minecraft.ochre_froglight,1,,,,,,,,,,,,,,,
minecraft,peony,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,phantom_membrane,Yes,8,0,0,0,0,8,,,,,,,,,,,,,,,,,
minecraft,piglin_head,Yes,0,0,0,0,4,4,util.head,1,,,,,,,,,,,,,,,
minecraft,pink_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,pink_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,pink_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,pink_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,pink_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,pink_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,pink_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,pink_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,pink_petals,Yes,0,0,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,pink_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,pink_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,pink_stained_glass_pane,Yes,0,1,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,pink_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,pink_tulip,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,pink_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,piston,Yes,0,32,8,0,4,8,util.planks,1,minecraft.cobblestone,4,minecraft.iron_ingot,1,minecraft.redstone_dust,1,,,,,,,,,
minecraft,pitcher_crop,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,pitcher_plant,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,pitcher_pod,Yes,0,2,0,2,2,0,,,,,,,,,,,,,,,,,
util,planks,No,0,0,0,0,4,0,util.log,0.25,,,,,,,,,,,,,,,
minecraft,player_head,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,plenty_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,podzol,Yes,0,1,0,0,1,0,minecraft.dirt,1,,,,,,,,,,,,,,,
minecraft,pointed_dripstone,Yes,0,2,0,2,0,0,,,,,,,,,,,,,,,,,
minecraft,poisonous_potato,Yes,0,1,0,1,0,1,,,,,,,,,,,,,,,,,
minecraft,polished_andesite,Yes,0,2,0,0,0,0,minecraft.andesite,1,,,,,,,,,,,,,,,
minecraft,polished_andesite_slab,Yes,0,1,0,0,0,0,minecraft.polished_andesite,0.5,,,,,,,,,,,,,,,
minecraft,polished_andesite_stairs,Yes,0,3,0,0,0,0,minecraft.polished_andesite,1.5,,,,,,,,,,,,,,,
minecraft,polished_basalt,Yes,0,0,0,0,0,0,minecraft.basalt,1,,,,,,,,,,,,,,,
minecraft,polished_blackstone,Yes,0,2,0,0,0,0,minecraft.blackstone,1,,,,,,,,,,,,,,,
minecraft,polished_blackstone_brick_slab,Yes,0,1,0,0,0,0,minecraft.polished_blackstone_bricks,0.5,,,,,,,,,,,,,,,
minecraft,polished_blackstone_brick_stairs,Yes,0,3,0,0,0,0,minecraft.polished_blackstone_bricks,1.5,,,,,,,,,,,,,,,
minecraft,polished_blackstone_brick_wall,Yes,0,2,0,0,0,0,minecraft.polished_blackstone_bricks,1,,,,,,,,,,,,,,,
minecraft,polished_blackstone_bricks,Yes,0,2,0,0,0,0,minecraft.polished_blackstone,1,,,,,,,,,,,,,,,
minecraft,polished_blackstone_button,Yes,0,2,0,0,0,0,minecraft.polished_blackstone,1,,,,,,,,,,,,,,,
minecraft,polished_blackstone_pressure_plate,Yes,0,4,0,0,0,0,minecraft.polished_blackstone,2,,,,,,,,,,,,,,,
minecraft,polished_blackstone_slab,Yes,0,1,0,0,0,0,minecraft.polished_blackstone,0.5,,,,,,,,,,,,,,,
minecraft,polished_blackstone_stairs,Yes,0,3,0,0,0,0,minecraft.polished_blackstone,1.5,,,,,,,,,,,,,,,
minecraft,polished_blackstone_wall,Yes,0,2,0,0,0,0,minecraft.polished_blackstone,1,,,,,,,,,,,,,,,
minecraft,polished_deepslate,Yes,0,2,0,0,0,0,minecraft.deepslate,1,,,,,,,,,,,,,,,
minecraft,polished_deepslate_slab,Yes,0,1,0,0,0,0,minecraft.polished_deepslate,0.5,,,,,,,,,,,,,,,
minecraft,polished_deepslate_stairs,Yes,0,3,0,0,0,0,minecraft.polished_deepslate,1.5,,,,,,,,,,,,,,,
minecraft,polished_deepslate_wall,Yes,0,2,0,0,0,0,minecraft.polished_deepslate,1,,,,,,,,,,,,,,,
minecraft,polished_diorite,Yes,0,2,0,0,0,0,minecraft.diorite,1,,,,,,,,,,,,,,,
minecraft,polished_diorite_slab,Yes,0,1,0,0,0,0,minecraft.polished_diorite,0.5,,,,,,,,,,,,,,,
minecraft,polished_diorite_stairs,Yes,0,3,0,0,0,0,minecraft.polished_diorite,1.5,,,,,,,,,,,,,,,
minecraft,polished_granite,Yes,0,2,0,0,0,0,minecraft.granite,1,,,,,,,,,,,,,,,
minecraft,polished_granite_slab,Yes,0,1,0,0,0,0,minecraft.polished_granite,0.5,,,,,,,,,,,,,,,
minecraft,polished_granite_stairs,Yes,0,3,0,0,0,0,minecraft.polished_granite,1.5,,,,,,,,,,,,,,,
minecraft,polished_tuff,Yes,0,2,0,0,0,0,minecraft.tuff,1,,,,,,,,,,,,,,,
minecraft,polished_tuff_slab,Yes,0,1,0,0,0,0,minecraft.polished_tuff,0.5,,,,,,,,,,,,,,,
minecraft,polished_tuff_stairs,Yes,0,3,0,0,0,0,minecraft.polished_tuff,1.5,,,,,,,,,,,,,,,
minecraft,polished_tuff_wall,Yes,0,2,0,0,0,0,minecraft.polished_tuff,1,,,,,,,,,,,,,,,
minecraft,popped_chorus_fruit,Yes,4,0,0,4,4,16,,,,,,,,,,,,,,,,,
minecraft,poppy,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,potato,Yes,0,1,0,1,1,0,,,,,,,,,,,,,,,,,
minecraft,potatoes,Yes,0,1,0,1,1,0,potatoes,1,,,,,,,,,,,,,,,
minecraft,potion,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,powder_snow,Yes,2,0,0,2,0,0,,,,,,,,,,,,,,,,,
minecraft,powder_snow_bucket,Yes,2,48,0,4,0,0,,,,,,,,,,,,,,,,,
minecraft,powered_rail,Yes,0,200,8,0,2,8,minecraft.gold_ingot,6,minecraft.stick,1,minecraft.redstone_dust,1,,,,,,,,,,,
minecraft,prismarine,Yes,0,0,0,32,16,16,minecraft.prismarine_shard,4,,,,,,,,,,,,,,,
minecraft,prismarine_brick_slab,Yes,0,0,0,16,8,8,minecraft.prismarine_bricks,0.5,,,,,,,,,,,,,,,
minecraft,prismarine_brick_stairs,Yes,0,0,0,48,24,24,minecraft.prismarine_bricks,1.5,,,,,,,,,,,,,,,
minecraft,prismarine_bricks,Yes,0,0,0,32,16,16,minecraft.prismarine,1,,,,,,,,,,,,,,,
minecraft,prismarine_crystals,Yes,0,0,0,16,4,8,,,,,,,,,,,,,,,,,
minecraft,prismarine_shard,Yes,0,0,0,8,4,4,,,,,,,,,,,,,,,,,
minecraft,prismarine_slab,Yes,0,0,0,16,8,8,minecraft.prismarine,0.5,,,,,,,,,,,,,,,
minecraft,prismarine_stairs,Yes,0,0,0,48,24,24,minecraft.prismarine,1.5,,,,,,,,,,,,,,,
minecraft,prismarine_wall,Yes,0,0,0,32,16,16,minecraft.prismarine,1,,,,,,,,,,,,,,,
minecraft,prize_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,pufferfish,Yes,2,0,0,4,1,0,,,,,,,,,,,,,,,,,
minecraft,pufferfish_bucket,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,pumpkin,Yes,0,0,0,4,4,0,,,,,,,,,,,,,,,,,
minecraft,pumpkin_pie,Yes,1,0,0,9,10,0,minecraft.pumpkin,1,minecraft.sugar,1,minecraft.egg,1,,,,,,,,,,,
minecraft,pumpkin_seeds,Yes,0,2,0,2,2,0,util.seeds,1,,,,,,,,,,,,,,,
minecraft,pumpkin_stem,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,purple_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,purple_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,purple_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,purple_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,purple_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,purple_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,purple_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,purple_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,purple_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,purple_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,purple_stained_glass_pane,Yes,0,1,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,purple_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,purple_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,purpur_block,Yes,16,0,0,16,16,64,minecraft.popped_chorus_fruit,4,,,,,,,,,,,,,,,
minecraft,purpur_pillar,Yes,16,0,0,16,16,64,minecraft.purpur_block,1,,,,,,,,,,,,,,,
minecraft,purpur_slab,Yes,8,0,0,8,8,32,minecraft.purpur_block,0.5,,,,,,,,,,,,,,,
minecraft,purpur_stairs,Yes,24,0,0,24,24,96,minecraft.purpur_block,1.5,,,,,,,,,,,,,,,
minecraft,quartz,Yes,4,8,8,0,0,0,,,,,,,,,,,,,,,,,
minecraft,quartz_block,Yes,16,32,32,0,0,0,minecraft.quartz,4,,,,,,,,,,,,,,,
minecraft,quartz_bricks,Yes,16,32,32,0,0,0,minecraft.quartz_block,1,,,,,,,,,,,,,,,
minecraft,quartz_pillar,Yes,16,32,32,0,0,0,minecraft.quartz_block,1,,,,,,,,,,,,,,,
minecraft,quartz_slab,Yes,8,16,16,0,0,0,minecraft.quartz_block,0.5,,,,,,,,,,,,,,,
minecraft,quartz_stairs,Yes,24,48,48,0,0,0,minecraft.quartz_block,1.5,,,,,,,,,,,,,,,
minecraft,rabbit_foot,Yes,2,2,0,0,1,2,,,,,,,,,,,,,,,,,
minecraft,rabbit_hide,Yes,0,1,0,0,1,0,,,,,,,,,,,,,,,,,
minecraft,rabbit_stew,Yes,4,6,0,2,25,0,minecraft.cooked_rabbit,1,minecraft.carrot,1,minecraft.baked_potato,1,util.mushroom,1,minecraft.bowl,1,,,,,,,
minecraft,rail,Yes,0,96,0,0,2,0,minecraft.iron_ingot,6,minecraft.stick,1,,,,,,,,,,,,,
minecraft,raiser_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,raw_beef,Yes,0,2,0,0,2,0,,,,,,,,,,,,,,,,,
minecraft,raw_chicken,Yes,0,2,0,0,2,0,,,,,,,,,,,,,,,,,
minecraft,raw_cod,Yes,0,0,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,raw_copper,Yes,0,16,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,raw_copper_block,Yes,0,144,0,0,0,0,minecraft.raw_copper,9,,,,,,,,,,,,,,,
minecraft,raw_gold,Yes,0,32,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,raw_gold_block,Yes,0,288,0,0,0,0,minecraft.raw_gold,9,,,,,,,,,,,,,,,
minecraft,raw_iron,Yes,0,16,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,raw_iron_block,Yes,0,144,0,0,0,0,minecraft.raw_iron,9,,,,,,,,,,,,,,,
minecraft,raw_mutton,Yes,0,2,0,0,2,0,,,,,,,,,,,,,,,,,
minecraft,raw_porkchop,Yes,0,2,0,0,2,0,,,,,,,,,,,,,,,,,
minecraft,raw_rabbit,Yes,0,0,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,raw_salmon,Yes,0,0,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,recovery_compass,Yes,128,136,8,0,128,136,minecraft.echo_shard,8,minecraft.compass,1,,,,,,,,,,,,,
minecraft,red_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,red_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,red_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,red_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,red_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,red_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,red_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,red_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,red_mushroom,Yes,0,2,0,0,2,0,util.mushroom,1,,,,,,,,,,,,,,,
minecraft,red_mushroom_block,Yes,0,8,0,0,8,0,minecraft.red_mushroom,4,,,,,,,,,,,,,,,
minecraft,red_nether_brick_slab,Yes,0,4,6,0,2,2,minecraft.red_nether_bricks,0.5,,,,,,,,,,,,,,,
minecraft,red_nether_brick_stairs,Yes,0,12,18,0,6,6,minecraft.red_nether_bricks,1.5,,,,,,,,,,,,,,,
minecraft,red_nether_brick_wall,Yes,0,8,12,0,4,4,minecraft.red_nether_bricks,1,,,,,,,,,,,,,,,
minecraft,red_nether_bricks,Yes,0,8,12,0,4,4,minecraft.nether_wart,2,minecraft.nether_brick,2,,,,,,,,,,,,,
minecraft,red_sand,Yes,0,2,0,0,0,0,util.sand,1,,,,,,,,,,,,,,,
minecraft,red_sandstone,Yes,0,8,0,0,0,0,minecraft.red_sand,4,,,,,,,,,,,,,,,
minecraft,red_sandstone_slab,Yes,0,4,0,0,0,0,minecraft.red_sandstone,0.5,,,,,,,,,,,,,,,
minecraft,red_sandstone_stairs,Yes,0,12,0,0,0,0,minecraft.red_sandstone,1.5,,,,,,,,,,,,,,,
minecraft,red_sandstone_wall,Yes,0,8,0,0,0,0,minecraft.red_sandstone,1,,,,,,,,,,,,,,,
minecraft,red_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,red_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,red_stained_glass_pane,Yes,0,1,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,red_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,red_tulip,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,red_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,redstone_block,Yes,0,72,72,0,0,72,minecraft.redstone_dust,9,,,,,,,,,,,,,,,
minecraft,redstone_comparator,Yes,4,34,32,0,6,24,minecraft.redstone_torch,3,minecraft.quartz,1,minecraft.stone,1,,,,,,,,,,,
minecraft,redstone_dust,Yes,0,8,8,0,0,8,,,,,,,,,,,,,,,,,
minecraft,redstone_lamp,Yes,32,64,64,0,0,64,minecraft.redstone_dust,4,minecraft.glowstone,1,,,,,,,,,,,,,
minecraft,redstone_ore,Yes,0,10,8,0,0,8,minecraft.redstone_dust,1,minecraft.stone,1,,,,,,,,,,,,,
minecraft,redstone_repeater,Yes,0,26,24,0,4,24,minecraft.redstone_torch,2,minecraft.redstone_dust,1,minecraft.stone,1,,,,,,,,,,,
minecraft,redstone_torch,Yes,0,8,8,0,2,8,minecraft.redstone_dust,1,minecraft.stick,1,,,,,,,,,,,,,
minecraft,redstone_wire,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,reinforced_deepslate,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,repeating_command_block,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,respawn_anchor,Yes,96,192,192,0,0,192,minecraft.crying_obsidian,6,minecraft.glowstone,3,,,,,,,,,,,,,
minecraft,rib_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,rooted_dirt,Yes,0,1,0,0,1,0,util.dirt,1,,,,,,,,,,,,,,,
minecraft,rose_bush,Yes,0,0,0,4,4,0,util.flower,2,,,,,,,,,,,,,,,
minecraft,rotten_flesh,Yes,0,2,0,0,0,2,,,,,,,,,,,,,,,,,
minecraft,saddle,Yes,0,4,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,salmon_bucket,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
util,sand,No,0,2,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,sand,Yes,0,2,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,sandstone,Yes,0,8,0,0,0,0,minecraft.sand,4,,,,,,,,,,,,,,,
minecraft,sandstone_slab,Yes,0,4,0,0,0,0,minecraft.sandstone,0.5,,,,,,,,,,,,,,,
minecraft,sandstone_stairs,Yes,0,12,0,0,0,0,minecraft.sandstone,1.5,,,,,,,,,,,,,,,
minecraft,sandstone_wall,Yes,0,8,0,0,0,0,minecraft.sandstone,1,,,,,,,,,,,,,,,
